PN,DESCRIPTION,COMPONENT PN,CERTIFICATE,QTY,Owner
835-4508-010,IC,622-5132-633,FAA,4,HX
835-4509-010,IC,822-1710-001,FAA,1,HX
835-4509-050,IC,822-1710-001,FAA,2,HX
835-4512-010,MICROCIRCUIT,822-1287-120,FAA,1,HX
835-4518-010,MICROCIRCUIT,822-1710-002,FAA,9,HX
835-4518-010,MICROCIRCUIT,822-1710-002,FAA,10,HX
835-4555-010（012）,IC,622-9436-101,Confirm When Quote,4,HX
835-5176-100,IC,622-8971-022,FAA,5,HX
835-5176-100,IC,622-8971-022,FAA,13,HX
835-5176-150,MICROCIRCUIT,622-8971-322,FAA,8,HX
835-5176-220,RAM,822-0329-020,FAA,4,HX
835-5508-050,IC,622-8971-022,FAA,12,HX
835-5510-110,MICROCIRCUIT,822-0990-003,FAA,2,HX
835-5515-030,IC,822-0323-020,FAA,1,HX
835-5527-010,IC,822-0323-020,FAA,1,HX
835-5796-050,IC,822-0334-020,FAA,3,HX
835-6008-010,IC,622-9436-101,FAA,1,HX
835-6046-020,IC,822-1567-102,FAA,8,HX
835-7574-030,MICROCIRCUIT,822-0990-003,FAA,3,HX
837-0002-020,CAP,622-8974-016,FAA,1,HX
837-0007-020,SWITCH,622-8001-350,FAA,3,HX
837-0019-010,SWITCH,822-0299-020,FAA,2,HX
837-0034-080,LENS (SPD),622-4717-003,FAA,1,HX
837-0034-100,SWITCH,622-4717-004,Confirm When Quote,1,HX
837-0034-110,"SWITCH ASSY, PB",622-4717-003,FAA,1,HX
837-0034-160,开关,622-4717-004,FAA,1,HX
837-1000-200,"SWITCH, TOGGLE",622-5130-021,FAA,1,HX
837-1000-200,"SWITCH, TOGGLE",622-5130-021,FAA,2,HX
837-1004-010,SWITCH,822-1494-101,FAA,5,HX
837-2001-100,SWITCH,622-8590-112,FAA,1,HX
837-7005-020,RELAY,,Confirm When Quote,1,HX
837-9001-060,FUSE,622-4540-001,FAA,5,HX
840-2022-010,WINDOW,622-6829-001,FAA,2,HX
840-8003-010,"CONNECTOR, ELSTMRC",622-6829-001,FAA,2,HX
840−E1655−04,software,2100-1020-00,OEM COC,1,HX
840E165506,software,2100-1020-00,OEM COC,2,HX
840E165706,software,2100-1020-00,OEM COC,1,HX
840E165707,software,2100-1020-00,OEM COC,1,HX
840E165708,software,2100-1020-00,OEM COC,1,HX
840E165708,software,2100-1020-00,Confirm When Quote,1,HX
840E165709,software,2100-1020-00,Confirm When Quote,1,HX
840E1658-06,software,2100-1020-00,OEM COC,1,HX
840E165807,software,2100-1020-00,OEM COC,1,HX
840E165808,software,2100-1020-00,OEM COC,1,HX
840E166206,software,2100-3073-00,OEM COC,1,HX
840E1664-06,software,2100-1020-00,OEM COC,1,HX
840E356511,software,2100-3083-10,Confirm When Quote,1,HX
840E456810,software,2100-1020-00,OEM COC,1,HX
840E456811,software,2100-1020-00,OEM COC,1,HX
840E456811,software,2100-1020-00,Confirm When Quote,1,HX
840E456812,software,2100-1025-22,Confirm When Quote,1,HX
841-2003-010,气管,622-5797-001,Confirm When Quote,1,HX
841-2003-020,气管,622-5797-001,Confirm When Quote,1,HX
843-0007-010,TRANSISTOR,822-0990-003,FAA,4,HX
843-0015-020,TRANSISTOR,822-0990-003,FAA,1,HX
843-0021-010,TRANSISTOR,822-0990-003,FAA,2,HX
843-0030-030,TRANSISTOR,822-1293-003,FAA,4,HX
843-1237-020,TRANSISTOR,822-0329-001,FAA,5,HX
843-1591-020,TRANSISTOR,622-8971-022,FAA,1,HX
843-1593-010,TRANSISTOR,622-8971-002,FAA,1,HX
843-3005-010,TRANSISTOR,622-5219-001,Confirm When Quote,10,HX
843-3015-010,TRANSISTOR,822-1710-001,FAA,1,HX
843-3015-010,TRANSISTOR,822-1710-001,FAA,3,HX
843-5013-010,"TRANSISTOR, POWER",622-5132-633,FAA,2,HX
843-7042-010,IC,822-1293-003,FAA,1,HX
843-7522-010,TRANSISTOR,822-1293-003,FAA,5,HX
843-7525-010,TRANSISTOR,822-1293-003,FAA,1,HX
843-768-284,CASE,HC3100-23-10,EASA,1,HX
843-7904-010,TRANSISTOR,822-1293-003,FAA,1,HX
843-9007-250,INSULATOR,822-1338-001,FAA,21,HX
843-9012-211,INSULATOR,822-1293-003,FAA,12,HX
843-9012-220,INSULATOR,822-1293-003,FAA,11,HX
844-0031-010,DIODE,822-1710-001,FAA,1,HX
844-0046-010,DIODE,822-1293-003,FAA,2,HX
844-0068-010,DIODE,822-1710-001,FAA,5,HX
844-0075-030,DIODE,822-1293-003,FAA,3,HX
844-0078-020,DIODE,822-1047-030,FAA,3,HX
844-0097-240,DIODE,822-0990-001,FAA,1,HX
844-0103-130,DIODE,822-0990-003,FAA,2,HX
8440357,IC,600611-00-601,EASA,6,HX
844-1005-030,DIODE,822-1293-003,FAA,1,HX
844-1200-030,DIODE,822-1293-003,FAA,4,HX
844-1284-010,DIODE,822-0334-003,FAA,2,HX
844-3013-010,DIODE,622-5132-633,FAA,2,HX
846-3732-010,SCREW,822-1567-102,FAA,5,HX
846-3732-140,SCREW,822-1567-102,FAA,10,HX
846-3732-520,SCREW,822-1567-101,FAA,10,HX
846-4000-380,SPRING,1303910-100,FAA,3,HX
846-4000-380,SPRING,1303910-100,FAA,3,HX
8474,保持架,,Confirm When Quote,2,HX
849-0006-110,INDUCTOR,822-0297-020,Confirm When Quote,4,HX
849-0006-180,COIL,822-0990-002,FAA,2,HX
849-0006-180,COIL,822-0990-002,FAA,10,HX
849-0007-210,COIL,822-1293-322,FAA,1,HX
849-0025-210,COIL,822-0299-001,FAA,1,HX
849-0025-490,COIL,822-0323-020,FAA,9,HX
849-0028-170,COIL,822-0990-003,FAA,2,HX
849-0028-170,COIL,822-0990-003,FAA,5,HX
849-0028-180,COIL,822-0990-003,FAA,1,HX
849-0028-180,COIL,822-0990-003,FAA,3,HX
849-0038-010,"CHOKE, RF",822-0990-004,FAA,1,HX
849-0522-190,"FILTER, CRYSTAL BANDPASS 25.500 MHZ",822-1152-122,FAA,1,HX
849-0522-200,FILTER,822-1047-030,FAA,1,HX
849-0522-210,FILTER,822-1250-021,FAA,1,HX
849-0523-040,FILER,822-1338-003,FAA,4,HX
849-0550-020,FILTER,822-1250-020,FAA,1,HX
849-2502-050,"TRANSFORMER, RF",822-1152-122,FAA,2,HX
849-2502-050,"TRANSFORMER, RF",822-1152-122,FAA,10,HX
85,LAMP,285A1710-1,FAA,96,HX
850-0001-050,MICROCIRCUIT,822-0329-020,FAA,3,HX
850-0001-070,MIXER,822-0990-003,FAA,2,HX
850-0035-030,MICROCUIT,822-0297-001,FAA,2,HX
850-0037-010,MICROCIRCUIT,822-1047-003,FAA,1,HX
850-0038-010,MICROCIRCUIT,822-1710-204,FAA,2,HX
850-0048-020,IC,822-1710-204,FAA,1,HX
850-1036-010,MICROCIRCUIT,822-1152-002,FAA,1,HX
850-1046-010,MICROCIRCUIT,822-0323-020,FAA,1,HX
850-1046-020,IC,822-0323-020,FAA,1,HX
850-1055-010,MICROCIRCUIT,822-0323-020,FAA,2,HX
850-2002-040,MICROCIRCUIT,822-1710-001,FAA,1,HX
850-2523-070,晶振,822-0299-020,FAA,1,HX
850-2530-010,"CRYSTAL, QUARTZ",822-0297-001,FAA,1,HX
850-2530-030,CRYSTAL,822-0297-001,FAA,1,HX
8508901YA,IC,65-52807-73,FAA,4,HX
852-3001-020,COIL,822-1293-033,FAA,1,HX
8526-1348,CONTACT,1X2005097-00,Confirm When Quote,19,HX
853-0023-021,TRANSFORMER,822-0299-020,FAA,4,HX
859-4807-260,CONNECTOR,,FAA,1,HX
859-4829-080,"CONNECTOR, ELECTRICAL",822-0990-003,FAA,1,HX
859-5556-080,"CONNECTOR, PLUG-FEMALE",822-0990-003,FAA,1,HX
859-6604-150,STRAIN RELIEF,822-1338-003,OEM COC,1,HX
8631CBD2,SWITCH,D717-02-001,FAA,4,HX
8660-2296,联接器,,Confirm When Quote,1,HX
89120-00088,TRANSISTOR,83000-05604,FAA,5,HX
89120-00112,TRANSISTOR,83000-05604,FAA,1,HX
89122-00085,IC,,OEM COC,2,HX
89122-00118,"IC,CPU",83000-05604,FAA,5,HX
89122-00250,EEPROM,83000-05604,FAA,2,HX
89122-00286,IC,83000-05604,FAA,3,HX
89124-00053,DIODE,83000-05604,FAA,20,HX
89124-00053,DIODE,83000-05604,FAA,25,HX
89124-00096,DIODE,10-61833-2,Confirm When Quote,4,HX
89124-00116,LIGHT,83000-05604,FAA,10,HX
89124-00117,LIGHT,83000-05604,FAA,10,HX
89130-00229,RESISTOR,83000-05604,FAA,23,HX
89130-00268,RESISTOR,83000-05603,FAA,6,HX
89130-00295,resisitor,83000-05604,FAA,25,HX
89130-00352,RESISTOR,,Confirm When Quote,8,HX
89130-00765,RESISTOR,,Confirm When Quote,9,HX
89132-00094,CAPACITOR,83000-05601,FAA,2,HX
89132-00212,CAP,83000-05604,FAA,5,HX
89132-00256,CAPACITOR,83000-05602,FAA,1,HX
89132-00256,CAPACITOR,83000-05602,FAA,3,HX
89199-00160,WASHER,83000-05602,FAA,10,HX
89199-00615,WASHER,83000-05602,FAA,10,HX
89599-00216,HANDLE,83000-05604,FAA,1,HX
89915-00108,WASHER,83000-05602,FAA,8,HX
8ES400634-00,HYRISTOR,8ES005309-00,EASA,5,HX
8ES401077-00,Z-DIODE,8ES005309-00,FAA,7,HX
8ES406484-00,TRANSISTOR,8ES005309-00,EASA,1,HX
8GH004554-28,LAMP,2LA005541-10,EASA,8,HX
8GH005448-28,LAMP HALOGEN,2LA005542-50,EASA,3,HX
8GH005597-12,"LAMP,12V/25W",2LA403702-02,EASA,7,HX
8HS400107-00,CLAMP,8ES403703-02,EASA,2,HX
8JA404812-00,CONNECTOR,2LA403702-02,EASA,1,HX
8JS403061-02,FUSE,8ES005238-03,EASA,9,HX
8KA404893-01,Cable,2LA403702-01,EASA,2,HX
8KA404894-00,Cable,2LA403702-01,EASA,6,HX
8KA404895-01,Cable,2LA403702-01,EASA,8,HX
8KX400908-00,"TAG,SOLDERING",8ES455012-00,Confirm When Quote,893,HX
900006-007,SCREW,,JAA FORM1,5,HX
900007-002,SCREW,1/1/2173,EASA,1,HX
900021-001,顶丝,,JAA FORM1,8,HX
900023-001,SCREW,7/1/2610,EASA,1,HX
90002336,隔热板,90002317-2,FAA,30,HX
900025-002,SCREW,1/1/2173,EASA,1,HX
90-0032-00,RING,755SUE2-4,Confirm When Quote,1,HX
900048-009,SCREW,7/1/2610,EASA,1,HX
900071-250,SCREW,1/2/2101,FAA,5,HX
900093-004,SCREW,4215-01,EASA,2,HX
900-12471-004,IC,285A1600-6,FAA,2,HX
900-12471-005,MICROCIRCUIT,285A1600-6,FAA,2,HX
900-12471-090,IC,285A1840-8,FAA,2,HX
900-12471-462,EEPROM,285A1840-7,FAA,2,HX
900-12471-644,IC(PWR),285A1840-7,FAA,1,HX
900-12471-729,IC,285A1200-1,FAA,5,HX
900-12472-041,TRANSISTOR-MOSFET,65-52801-67,FAA,2,HX
900-12472-041,TRANSISTOR-MOSFET,65-52801-67,FAA,1,HX
900-12597-5,ENCODER,65C35322-1,FAA,1,HX
900-14051-15495,CAPACITOR-0.15UF,285A1200-1,FAA,10,HX
900-14051-15495,CAPACITOR-0.15UF,285A1200-1,FAA,2,HX
900-14052-1000,RESISTER,285A1200-2,FAA,1,HX
900-14052-8252,RESISTOR,285A1200-1,FAA,2,HX
900-14112-110,CONNECTOR,285A1010-6,FAA,1,HX
900-14646-001,MICROCIRCUIT,65-52822-7,FAA,1,HX
9011-100-1008,FILTER,65-52819-10,FAA,1,HX
902002-004,圈,,Confirm When Quote,16,HX
90300-5,O型密封圈,WL501RC1,Confirm When Quote,2,HX
90300-7,O型密封圈,WL501RC1,Confirm When Quote,8,HX
904001-002,RING,,JAA FORM1,5,HX
906-40014-1003,RESISTOR,285A1010-7,FAA,2,HX
906-40014-4752,RESISTOR,285A1200-1,FAA,3,HX
906-50037-001,TRANSISTOR-NPN,285A1200-2,FAA,1,HX
906-50037-1030,DIODE-SWITCHING,285A1200-1,FAA,1,HX
906-50037-117,DIODE,285A1840-7,FAA,3,HX
906-50037-214,DIODE,285A1200-2,FAA,1,HX
906-50037-218,DIODE-ZENER,285A1840-7,FAA,2,HX
906-50037-236,TRANSISTOR Q817,285A1200-1,FAA,1,HX
906-50037-493,DIODE,285A1010-6,FAA,2,HX
906-60069-149,IC,65-52801-64,Confirm When Quote,1,HX
908D109-42,CAP,,Confirm When Quote,3,HX
909001-002,TRANSISTOR,1509581,JAA FORM1,8,HX
911020-001,指标,67146,FAA,2,HX
911020-001,指标,67146,EASA,10,HX
911101-004,LAMP,73417,EASA,1,HX
911101-004,LAMP,73417,EASA,5,HX
911-1112-525,HOUSING,HG280D80,Confirm When Quote,2,HX
912-3834-000,CAPACITOR,622-1396-101,FAA,1,HX
912-3842-000,CAPACITOR,622-1396-101,FAA,1,HX
912-3903-000,CAPACITOR,,OEM COC,1,HX
912-4141-020,CAPACITOR,622-1396-101,FAA,1,HX
912-4141-240,CAP,,Confirm When Quote,1,HX
912-4141-450,CAPACITOR,622-1396-101,OEM COC,4,HX
912-4141-460,CAP,2041237-4411,Confirm When Quote,3,HX
912-4150-010,CAP,,Confirm When Quote,5,HX
913-0865-380,CAPACITOR,822-0990-003,FAA,2,HX
913-0865-500,CAPACITOR,822-1567-102,FAA,10,HX
913-0865-620,CAPACITOR,822-0990-003,FAA,2,HX
913-0866-760,CAPACITOR,822-1710-204,FAA,4,HX
913-1098-020,CAP,,Confirm When Quote,4,HX
913-1098-570,CAP,,OEM COC,1,HX
913-1298-050,CAP,,Confirm When Quote,5,HX
913-2609-350,CAP,,Confirm When Quote,1,HX
913-2623-080,CAPACITOR,822-0990-003,FAA,2,HX
913-3056-040,CAPACITOR,822-1293-002,FAA,2,HX
913-3117-050,CAP,622-7878-200,Confirm When Quote,4,HX
913-3117-060,CAPACITOR,622-9436-101,FAA,2,HX
913-3117-220,CAPACITOR,622-6137-001,Confirm When Quote,2,HX
913-3279-200,CAP,622-5132-633,Confirm When Quote,7,HX
913-3279-280,CAP,622-3890-014,FAA,4,HX
913-3279-290,CAP,622-7878-201,FAA,1,HX
913-3281-260,"CAPACITOR, FIXED",822-0334-002,FAA,1,HX
913-3281-390,CAP,,Confirm When Quote,5,HX
913-3282-010,CAPACITOR,822-0990-003,FAA,4,HX
913-3305-010,CAPACITOR,622-1396-101,FAA,6,HX
913-3319-630,CAP,,Confirm When Quote,3,HX
913-3325-040,CAPACITOR,622-5132-106,FAA,1,HX
913-3325-040,CAPACITOR,622-5132-106,FAA,3,HX
913-3325-040,CAPACITOR,622-5132-106,FAA,3,HX
913-3325-230,CAP,822-0693-001,Confirm When Quote,17,HX
913-3325-310,CAPACITOR,,OEM COC,2,HX
913-3325-470,CAPACITOR,622-8974-016,OEM COC,1,HX
913-3325-780,CAP,622-5219-001,Confirm When Quote,12,HX
913-3665-080,CAP,,Confirm When Quote,7,HX
913-3665-270,CAP,622-5047-101,Confirm When Quote,2,HX
913-3665-720,CAPACITOR,622-4591-512,FAA,1,HX
913-3665-740,CAP,,Confirm When Quote,16,HX
913-3665-960,CAP,622-5046-101,Confirm When Quote,3,HX
913-3665-970,CAP,622-5046-101,OEM COC,5,HX
913-3665-970,CAP,622-5046-101,Confirm When Quote,3,HX
913-3666-010,"CAP,0.1UF,500VDC",822-1293-003,FAA,5,HX
913-3667-030,CAPACITOR,622-3257-001,FAA,2,HX
913-3667-110,CAP,622-7878-200,FAA,2,HX
913-3667-170,CAPACITOR,822-0990-003,FAA,10,HX
913-3669-100,CAPACITOR,,OEM COC,1,HX
913-3669-110,CAPACITOR,,OEM COC,1,HX
913-3669-110,CAPACITOR,,Confirm When Quote,1,HX
913-3669-190,CAPACITOR,822-0299-001,FAA,1,HX
913-3673-180,CAP,,Confirm When Quote,6,HX
913-3673-200,CAP,,Confirm When Quote,5,HX
913-3681-000,CAP,066-1093-30,Confirm When Quote,8,HX
913-3683-250,CAPACITOR,822-1293-003,FAA,1,HX
913-4006-000,CAPACITOR,622-3255-001,FAA,5,HX
913-4015-000,CAP,,Confirm When Quote,3,HX
913-4780-000,CAP,,Confirm When Quote,4,HX
913-5019-010,CAP,822-0693-004,OEM COC,1,HX
913-5019-140,CAPACITOR,822-1338-002,FAA,8,HX
913-5019-370,CAPACITOR,622-7998-013,FAA,3,HX
913-5019-370,CAPACITOR,622-7998-013,FAA,9,HX
913-5019-380,CAPACITOR,622-7998-013,FAA,15,HX
913-5019-510,CAP,622-3890-014,FAA,12,HX
913-5019-540,CAPACITOR,622-3890-021,FAA,2,HX
913-5020-790,CAP,792-6140-001,FAA,1,HX
913-9008-220,CAPACITOR,822-0693-004,FAA,1,HX
913-9008-600,CAP,827-3448-001,FAA,31,HX
914-1168-020,CAP,622-5219-001,Confirm When Quote,4,HX
914-1174-150,CAPACITOR,822-0987-003,FAA,1,HX
914-1502-270,CAP,1167007-141,Confirm When Quote,5,HX
914-1502-270,CAP,1167007-141,OEM COC,9,HX
914-3098-220,CAPACITOR,,Confirm When Quote,1,HX
914-3098-660,CAP,622-1181-001,Confirm When Quote,3,HX
914-3500-110,CAPACITOR,622-8971-022,FAA,2,HX
914-3500-120,CAPACITOR,622-8971-022,FAA,2,HX
914-3500-350,CAPACITOR,35000-00-01,FAA,8,HX
914-3500-350,CAPACITOR,35000-00-01,FAA,2,HX
914-3503-140,CAP,,Confirm When Quote,3,HX
914-3503-140,CAP,,FAA,7,HX
914-3506-600,CAPACITOR,,OEM COC,2,HX
914-3506-610,贴片CAP,,Confirm When Quote,5,HX
9-1586-21,TRANSISTOR,93-A100-80,FAA,12,HX
9161,"Lanyard Assembly, Siren",ACR/EM-1A,FAA,2,HX
917-0005-080,可变CAP,622-2921-005,FAA,11,HX
917-0005-090,CAPACITOR,622-2921-005,FAA,10,HX
917-0005-100,可变CAP,622-2921-005,FAA,13,HX
917-0501-010,VAR CAP,,Confirm When Quote,5,HX
917-0501-010,VAR CAP,,Confirm When Quote,5,HX
917-1219-000,CAPACITOR,622-5132-106,FAA,2,HX
917-1256-010,CAPACITOR,622-5219-120,FAA,1,HX
922-0596-150,VAR CAPACITOR,622-8971-022,FAA,1,HX
922-0665-011,CAP VAR,622-5132-104,OEM COC,3,HX
922-0665-012,CAP VAR,622-5132-104,FAA,4,HX
922-6095-060,DIODE,,OEM COC,3,HX
922-6106-020,DIODE,822-0693-001,OEM COC,4,HX
922-6119-010,DIODE,822-1044-003,FAA,1,HX
922-6124-040,CAP,622-1396-205,FAA,6,HX
922-6201-070,DIODE,,FAA,1,HX
9300-137,GASKET,93-A100-83,Confirm When Quote,2,HX
9300-187,圈,,Confirm When Quote,22,HX
9300-201,螺丝,,Confirm When Quote,6,HX
9300-220,卡槽,93-A100-80,JAA FORM1,1,HX
9300A040S,压片,93-A100-82,FAA,1,HX
930DC,IC,,Confirm When Quote,3,HX
933-1043-240,CAP,822-0990-004,FAA,1,HX
933-1081-300,CAPACITOR,622-7878-201,FAA,4,HX
933-1081-370,CAP,622-3257-001,Confirm When Quote,5,HX
933-1422-020,CAPACITOR,822-0329-001,FAA,2,HX
933-1507-100,CAP,622-5047-101,Confirm When Quote,1,HX
935A014-2,relay,948F458-4,FAA,1,HX
93656,WASHER,93-A055-66,FAA,12,HX
939117-1,SUPPORT,2117180-1,FAA,1,HX
939138501,卡圈,4039892-904,Confirm When Quote,6,HX
93A400,磁带,93-A100-80,FAA,1,HX
93P6086,Lanyard for A06V2,01N65920,Confirm When Quote,2,HX
93P6089,LABEL,95N6088,OEM COC,1,HX
94-1532131,CAPACITOR,,Confirm When Quote,1,HX
946DC,IC,,Confirm When Quote,4,HX
94700-146,RESISTOR,1303910-100,FAA,1,HX
94700-146,RESISTOR,1303910-100,FAA,10,HX
95001-24,螺丝,,Confirm When Quote,7,HX
95012-B17,顶丝,,Confirm When Quote,8,HX
95115-3,垫片,,Confirm When Quote,16,HX
96154136,TRANSFORMER,3945122506,OEM COC,3,HX
96165228,"RESISTOR,NETWORK",1663214301,Confirm When Quote,1,HX
96165228,"RESISTOR,NETWORK",1663214301,EASA,2,HX
96183818,TRANSISTOR,,FAA,1,HX
964-0453-001,HF天线耦合器,964-0453-001,拆解挂签,1,HX
969-02-02-1373,LABLE,241-246-022-004,Confirm When Quote,1,HX
972001767,Source and gate shield kit,4086850-922,FAA,54,HX
974-0469-290,relay,792-6140-001,FAA,2,HX
974-0574-010,RELAY,822-0990-003,FAA,1,HX
974-0722-000,relay,622-4487-001,FAA,2,HX
974-1084-020,"RELAY, ELECTROMAGNET",822-0990-003,FAA,1,HX
979806-12,控制活门,,FAA,1,HX
988-2712-001,CABLE ASSEMBLY,822-0987-003,FAA,1,HX
988-2713-001,CABLE ASSEMBLY,822-0987-003,FAA,1,HX
99053199,RESISTOR,9599-607-14923,EASA,2,HX
99105719,FUSE,,JAA FORM1,47,HX
99188634,CAP,9599-607-14931,OEM COC,5,HX
99201187,CAP,9599-607-14942,EASA,3,HX
995-0312-005,IC,622-9436-101,FAA,5,HX
995-0319-005,IC,622-9436-101,FAA,5,HX
995-0439-003,IC,622-9436-101,FAA,3,HX
995-0440-003,IC,622-9436-101,FAA,2,HX
995-0443-002,IC,622-9436-101,FAA,1,HX
995-0443-002,IC,622-9436-101,FAA,4,HX
995-0444-003,IC,622-9436-101,FAA,5,HX
995-0445-004,IC,622-9436-101,FAA,2,HX
995-0655-003,IC,,OEM COC,5,HX
995-0655-004,IC,,OEM COC,5,HX
9954SJYJ,IC,49-170-11,EASA,1,HX
996-0133-521,"Flash card, Software 08,Version 05",066-50008-0408,Confirm When Quote,1,HX
998-2441-526,Software diskette set,964-0452-012,OEM COC,1,HX
9AG403705-00,LENS,2LA403702-02,EASA,1,HX
9BG410329-00,HOUSING,2LA455010-00,EASA,1,HX
9EL095528-10,"LENS,WHITE",2LA403702-01,EASA,5,HX
9EL414179-00,"LENS, OPTIC",1X2455912-10,EASA,2,HX
9EL414180-00,LENS,1X2455912-10,EASA,1,HX
9FF404313-00,SOCKET,2LA403702-01,EASA,5,HX
9FT405234-00,"SUPPLRT,LAMP",2LA005541-10,EASA,1,HX
9GD098498-00,SEALING,2LA403702-02,EASA,6,HX
9GD098498-00,SEALING,2LA403702-02,EASA,50,HX
9GD400759-00,SEALING,1X2005097-00,EASA,1,HX
9GD402431-10,GASKET,2LA455010-00,EASA,1,HX
9GD404318-01,SEALING,1X2005097-00,EASA,1,HX
9GD404653-00,SEALING,2LA403702-02,EASA,3,HX
9GD404653-00,SEALING,2LA403702-02,EASA,5,HX
9GD404771-00,HF-GASKET,,EASA,1,HX
9GD407424-10,"BUNG, RUBBER",2LA455010-00,EASA,2,HX
9GP411019-00,SILICONE BUMPER,2LA005542-50,EASA,13,HX
9MJ401817-00,PLATE INSULATION,8ES005309-00,EASA,23,HX
9MJ402914-02,HEAT SHRINK TUBE,8ES403703-02,EASA,5,HX
9MK403732-00,TRANSFORMER,8ES005309-00,EASA,1,HX
9MK403732-00,TRANSFORMER,8ES005309-00,EASA,2,HX
9MK404535-00,PCB板,8ES005309-00,EASA,1,HX
9MK408482-00,PIN,8ES403703-02,EASA,4,HX
9ML401877-00,CAPACITOR,8ES455012-00,EASA,1,HX
9ML401877-00,CAPACITOR,8ES455012-00,EASA,1,HX
9ML402586-00,CAPACITOR,8ES455012-00,EASA,10,HX
9ML402586-00,CAPACITOR,8ES455012-00,Confirm When Quote,16,HX
9ML404269-00,DIODE,8ES005309-00,EASA,5,HX
9ML404273-00,CAPACITOR,8ES005309-00,EASA,6,HX
9ML404283-00,TRANSFORMER,8ES005309-00,OEM COC,1,HX
9ML404286-00,INDUCTOR ASSY,8ES455012-00,Confirm When Quote,3,HX
9ML404481-10,POTENTIOMETER,2LA005541-10,EASA,1,HX
9ML409584-00,POTENTIOMETER,2LA005541-11,EASA,2,HX
9MS405062-00,TRANSFORMER,8ES005237-03,EASA,1,HX
9NS400677-02,SCREW,1X2005097-00,Confirm When Quote,49,HX
9NS402496-02,螺钉,2LA005414-10,EASA,70,HX
9XB853727-00,HOLDER,8ES403703-02,EASA,11,HX
9XB853727-00,HOLDER,8ES403703-02,EASA,1,HX
9XD404813-00,ADAPTER,8ES403703-02,EASA,2,HX
9XD405631-03,FASTENER,2LA005543-10,EASA,32,HX
9XT406173-00,"PLATE,IDENTIFICATION",8ES403703-02,EASA,14,HX
A1000026,"INTEGRATED,CIRCUIT",35-0L5-1005-08,OEM COC,2,HX
A1000385,CAP,35-0L5-1005-08,OEM COC,8,HX
A1000579,"EEPROM, 32K X8",LA2G007001D0000,OEM COC,1,HX
A1001347,RING,LA2H60300HM0100,Confirm When Quote,2,HX
A1001477,relay,E21327006,OEM COC,1,HX
A1001753,CLAMP,LA2H60300HM0100,Confirm When Quote,2,HX
A1002042,SCREW,35-1H5-1002,OEM COC,3,HX
A1002064,SCREW,E21327006,OEM COC,4,HX
A1002798,CAPACITOR,E21327006,Confirm When Quote,5,HX
A1002815,QUARTZ,LA2G007001D0000,Confirm When Quote,1,HX
A1002897,TRANSFORMER,LA2G007001D0000,Confirm When Quote,1,HX
A1002910,SLIDE,E21327006,Confirm When Quote,1,HX
A1002921,GUIDE,E21327006,OEM COC,1,HX
A103BP,螺母,WL501RC1,Confirm When Quote,10,HX
A1111-3,NUT,45-0351-1,FAA,9,HX
A1166462,IC,35-0L5-1005-08,OEM COC,4,HX
A1166666,"RESISTOR,NETWORK",3945122506,EASA,4,HX
A1166666,"RESISTOR,NETWORK",3945122506,EASA,10,HX
A1166706,"IC,MEMORY SRAM",1663214301,OEM COC,5,HX
A1166790,IC,9599-607-14901,OEM COC,1,HX
A1166790,IC,9599-607-14901,OEM COC,5,HX
A1166798,CAP,9599-607-14901,OEM COC,4,HX
A1166889,CAP,9599-607-14901,OEM COC,14,HX
A1167098,PRINTER,K282AAM0406,OEM COC,1,HX
A1169678,relay,3957985114,OEM COC,1,HX
A1169691,CAP,9599-607-14901,OEM COC,23,HX
A1169691,CAP,9599-607-14901,Confirm When Quote,75,HX
A1170512,CAP,9599-607-14901,OEM COC,13,HX
A1171901,CAP,9599-607-14901,OEM COC,3,HX
A1172287,DIODE,47215920BB00,OEM COC,1,HX
A1178684,SCREW,C12404AA01,Confirm When Quote,1,HX
A1178691,"SCREW,MACH SST",C12848CA01,OEM COC,7,HX
A1178906,IC,,Confirm When Quote,1,HX
A1184407,"QUARTZ,20MHZ",,OEM COC,1,HX
A1184773,"RESISTOR,VARIABLE",3907130402,OEM COC,4,HX
A1184956,relay,3957985114,Confirm When Quote,2,HX
A1184960,CAPACITOR,64882-206-1,OEM COC,1,HX
A1186862,DIODE,3907130402,OEM COC,8,HX
A1186871,COAX,3907130402,Confirm When Quote,2,HX
A1186910,IC,3907130402,Confirm When Quote,2,HX
A1188020,SETSCREW,C12848AA01,Confirm When Quote,2,HX
A1190049,FUSE 2A,C19298AF05,OEM COC,1,HX
A1194516,DIODE,,Confirm When Quote,1,HX
A1194589,"TRANSISTOR,MOSFET N",U489ABM02,Confirm When Quote,9,HX
A1194716,CAPACITOR,,OEM COC,2,HX
A1194724,TRANSISTOR,35-0L5-1005-08,OEM COC,9,HX
A1194827,DIODE,3957985205,OEM COC,2,HX
A1194827,DIODE,3957985205,OEM COC,4,HX
A1194847,"FILTER,LOW PASS",3906130302,OEM COC,2,HX
A1198532,FUSE,9599-607-14901,OEM COC,1,HX
A1203367,TRANSISTOR,1663214301,OEM COC,5,HX
A1203368,TRANSISTOR,1663214301,OEM COC,1,HX
A1203373,CAPACITOR,1663214301,Confirm When Quote,3,HX
A1203669,CAP,K282AAM0305,Confirm When Quote,7,HX
A1203687,TRANSISTOR,K282AAM0406,OEM COC,1,HX
